brand,categories,colorway,deadstock_sold,gender,style_id,thumbnail_url,url
adidas,"['adidas', 'Yeezy']",Clay/Clay/Clay,1560,men,EG7490,"https://stockx.imgix.net/adidas-Yeezy-Boost-350-V2-Clay-Product.jpg?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1551987026",adidas-yeezy-boost-350-v2-clay
adidas,"['adidas', 'Yeezy']",Grey/Grey/Grey,8542,men,EG7492,"https://stockx.imgix.net/adidas-Yeezy-Boost-350-V2-True-Form-Product.jpg?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1553182466",adidas-yeezy-boost-350-v2-true-form
addias,"['adidas', 'Yeezy']",Geode/Geode/Geode,1718,men,EG6860,"https://stockx.imgix.net/adidas-Yeezy-Boost-700-V2-Geode-Product.jpg?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1553612214",adidas-yeezy-boost-700-v2-geode
adidas,"['adidas', 'Yeezy']",Grey/Grey/Grey,1284,men,EG7491,"https://stockx.imgix.net/adidas-Yeezy-Boost-350-V2-Hyperspace-Product.jpg?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1553183126",adidas-yeezy-boost-350-v2-hyperspace
adidas,"['adidas', 'Yeezy']",Grey/Grey/Inertia,7665,men,EG7597,"https://stockx.imgix.net/adidas-Yeezy-Boost-700-Inertia-Product.jpg?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1551991286",adidas-yeezy-boost-700-inertia
adidas,"['adidas', 'Yeezy']",Static/Static/Static,25262,men,EF2905,"https://stockx.imgix.net/adidas-Yeezy-Boost-350-V2-Static-Product.jpg?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1544657399",adidas-yeezy-boost-350-v2-static
adidas,"['adidas', 'Yeezy']",Cream White/Cream White,37003,men,CP9366,"https://stockx.imgix.net/Adidas-Yeezy-Boost-350-V2-Cream-White-1-1.jpg?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1539789713",adidas-yeezy-boost-350-v2-cream-white
adidas,"['adidas', 'Yeezy']",Grey/Bold Orange/Dark Grey,13167,men,AH2203,"https://stockx.imgix.net/Adidas-Yeezy-Boost-350-V2-Beluga-2pt0-Product.jpg?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256",adidas-yeezy-boost-350-v2-beluga-2-0
adidas,"['adidas', 'Yeezy']",Sesame/Sesame/Sesame,24856,men,F99710,"https://stockx.imgix.net/Adidas-Yeezy-Boost-350-V2-Sesame-Thumb.jpg?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1541007855",adidas-yeezy-boost-350-v2-sesame
adidas,"['adidas', 'Yeezy']",Semi Frozen Yellow/Raw Steel/Red,17919,men,B37572,"https://stockx.imgix.net/Adidas-Yeezy-Boost-350-V2-Semi-Frozen-Yellow-Product.jpg?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256",adidas-yeezy-boost-350-v2-semi-frozen-yellow
adidas,"['adidas', 'Yeezy']",White/Core Black/Red,37150,men,CP9654,"https://stockx.imgix.net/Adidas-Yeezy-Boost-350-V2-Zebra-Product.jpg?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256",adidas-yeezy-boost-350-v2-white-core-black-red
adidas,"['adidas', 'Yeezy']",Solid Grey/Chalk White/Core Black,37540,men,B75571,"https://stockx.imgix.net/Adidas-Yeezy-Wave-Runner-700-Solid-Grey-Product.jpg?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256",adidas-yeezy-wave-runner-700-solid-grey
adidas,"['adidas', 'Yeezy']",Butter/Butter/Butter,46360,men,F36980,"https://stockx.imgix.net/Adidas-Yeezy-Boost-350-V2-Butter-Product.jpg?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256",adidas-yeezy-boost-350-v2-butter
adidas,"['adidas', 'Yeezy']",Salt/Salt/Salt,3479,men,EG7487,"https://stockx.imgix.net/Adidas-Yeezy-Boost-700-Salt-Product.jpg?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1551715050",adidas-yeezy-boost-700-salt
adidas,"['adidas', 'Yeezy']",Static/Static/Static,16456,men,EF2367,"https://stockx.imgix.net/adidas-Yeezy-Boost-350-V2-Static-Reflective-Product.jpg?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1545956613",adidas-yeezy-boost-350-v2-static-reflective
adidas,"['adidas', 'Yeezy']",Mauve/Mauve/Mauve,17481,men,EE9614,"https://stockx.imgix.net/Adidas-Yeezy-700-Mauve-Product.jpg?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1539982972",adidas-yeezy-700-mauve
adidas,"['adidas', 'Yeezy']",Salt/Salt/Salt,13776,men,EE7287,"https://stockx.imgix.net/adidas-Yeezy-500-Salt-Product.jpg?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1544024798",adidas-yeezy-500-salt
adidas,"['adidas', 'Yeezy']",Utility Black/Utility Black/Utility Black,24040,men,F36640,"https://stockx.imgix.net/Adidas-Yeezy-500-Utility-Black-Product.jpg?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256",adidas-yeezy-500-utility-black
adidas,"['adidas', 'Yeezy']",Blue Tint/Grey Three/High Risk Red,14530,men,B37571,"https://stockx.imgix.net/Adidas-Yeezy-Boost-350-V2-Blue-Tint-Product.jpg?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256",adidas-yeezy-boost-350-v2-blue-tint
adidas,"['adidas', 'Yeezy']",Steeple Gray/Beluga/Solar Red,1743,men,BB1826,"https://stockx.imgix.net/Adidas-Yeezy-Boost-350-Low-V2-Steeple-Gray-Beluga-Solar-Red.png?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256",adidas-yeezy-boost-350-v2-steeple-grey-beluga-solar-red
adidas,"['adidas', 'Yeezy']",Blush/Blush/Blush,38648,men,DB2908,"https://stockx.imgix.net/Adidas-Yeezy-500-Blush-Product.jpg?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256",adidas-yeezy-500-blush
adidas,"['adidas', 'Yeezy']",Static/Static/Static,5585,men,EF2829,"https://stockx.imgix.net/adidas-Yeezy-700-V2-Static-Product-1.jpg?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1553090710",adidas-yeezy-700-v2-static
adidas,"['adidas', 'Yeezy']",Super Moon Yellow/Super Moon Yellow/Super Moon Yellow,13074,men,DB2966,"https://stockx.imgix.net/Adidas-Yeezy-500-Moon-Yellow-Product.jpg?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256",adidas-yeezy-500-desert-rat-moon-yellow
adidas,"['adidas', 'Yeezy']",Core Black/Core Black/Red,2684,men,CP9652,"https://stockx.imgix.net/Adidas-Yeezy-Boost-350-V2-Core-Black-Red-2017-Product.jpg?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256",adidas-yeezy-boost-350-v2-core-black-red-2017
adidas,"['adidas', 'Yeezy']",Core Black/Core Black/Core Black,7790,men,CG6420,"https://stockx.imgix.net/Adidas-Yeezy-Powerphase-Calabasas-Core-Black-Product.jpg?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256",adidas-yeezy-powerphase-calabasas-core-black
adidas,"['adidas', 'Yeezy']",Pirate Black/Pirate Black-Pirate Black,470,men,BB5350,"https://stockx.imgix.net/Adidas-Yeezy-Boost-350-Low-Pirate-Black-2016-Product.jpg?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256",adidas-yeezy-boost-350-pirate-black-2016
adidas,"['adidas', 'Yeezy']",Core Black/Red/Core Black,1022,men,BY9612,"https://stockx.imgix.net/Adidas-Yeezy-Boost-350-V2-Core-Black-Red-Product.jpg?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256",adidas-yeezy-boost-350-v2-core-black-red
adidas,"['adidas', 'Yeezy']",Grey/Grey/Grey,2839,men,CG6422,"https://stockx.imgix.net/Adidas-Yeezy-Powerphase-Calabasas-Grey-Product.jpg?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256",adidas-yeezy-powerphase-calabasas-grey
adidas,"['adidas', 'Yeezy']",Turtledove/Blue Grey-White,353,men,AQ4832,"https://stockx.imgix.net/Adidas-Yeezy-Boost-350-Low-Turtledove-Product.jpg?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256",adidas-yeezy-boost-350-turtledove
adidas,"['adidas', 'Yeezy']",Core Black/Core White/Core Black,1814,men,BY1604,"https://stockx.imgix.net/Adidas-Yeezy-Boost-350-V2-Core-Black-White.png?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256",adidas-yeezy-boost-350-v2-core-black-white
adidas,"['adidas', 'Yeezy']",Core White/Core White/Core White,1296,men,CQ1693,"https://stockx.imgix.net/Adidas-Yeezy-Powerphase-Calabasas-Core-White-Product.jpg?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256",adidas-yeezy-powerphase-calabasas-core-white
adidas,"['adidas', 'Yeezy']",Pirate Black/Pirate Black-Pirate Black,397,men,AQ2659,"https://stockx.imgix.net/Adidas-Yeezy-Boost-350-Low-Pirate-Black-2015.png?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256",adidas-yeezy-boost-350-pirate-black-2015
adidas,"['adidas', 'Yeezy']",Cream White/Cream White,693,infant,BB6373,"https://stockx.imgix.net/Adidas-Yeezy-Boost-350-V2-Cream-White-I.png?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1551882676",adidas-yeezy-boost-350-v2-cream-white-i
adidas,"['adidas', 'Yeezy']",Black/Black-Black,473,men,BB1839,"https://stockx.imgix.net/Adidas-Yeezy-Boost-750-Triple-Black-Product.jpg?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256",adidas-yeezy-boost-750-triple-black
Yeezy,"['Other Brands', 'Other']",Oil,66,men,KM3601-104,"https://stockx.imgix.net/Yeezy-Crepe-Boot-Season-4-Oil.png?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256",yeezy-crepe-boot-season-4-oil
adidas,"['adidas', 'Yeezy']",Core Black/Copper/Core Black,791,men,BY1605,"https://stockx.imgix.net/Adidas-Yeezy-Boost-350-V2-Core-Black-Copper.png?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256",adidas-yeezy-boost-350-v2-core-black-copper
adidas,"['adidas', 'Yeezy']",Light Brown/Light Brown/Gum,679,men,BY2456,"https://stockx.imgix.net/Adidas-Yeezy-Boost-750-Light-Brown-Gum.png?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256",adidas-yeezy-boost-750-chocolate-light-brown-gum
adidas,"['adidas', 'Yeezy']",Light Grey/Light Grey/Gum,544,men,BB1840,"https://stockx.imgix.net/Adidas-Yeezy-Boost-750-Glow-In-The-Dark.jpg?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256",adidas-yeezy-boost-750-light-grey-glow-in-the-dark
Nike,"['Foamposite', 'Pro']",Black/Laser Crimson,417,men,616750-001,"https://stockx.imgix.net/Air-Foamposite-Pro-Yeezy-Product.jpg?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256",foamposite-pro-yeezy
adidas,"['adidas', 'Yeezy']",Core Black/Green/Core Black,611,men,BY9611,"https://stockx.imgix.net/Adidas-Yeezy-Boost-350-V2-Core-Black-Green.png?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256",adidas-yeezy-boost-350-v2-core-black-green
adidas,"['adidas', 'Yeezy']",Light Stone/Oxford Tan-Light Stone,325,men,AQ2661,"https://stockx.imgix.net/Adidas-Yeezy-Boost-350-Low-Oxford-Tan-Product.jpg?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256",adidas-yeezy-boost-350-oxford-tan
adidas,"['adidas', 'Yeezy']",Core Black/Core Black/Red,624,infant,BB6372,"https://stockx.imgix.net/Adidas-Yeezy-Boost-350-V2-Core-Black-Red-2017-I.png?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256",adidas-yeezy-boost-350-v2-core-black-red-2017-i
adidas,"['adidas', 'Yeezy']",Turtledove/Blue Grey/Core White,189,infant,BB5354,"https://stockx.imgix.net/Adidas-Yeezy-Boost-350-Low-Turtle-Dove-I.png?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256",adidas-yeezy-boost-350-turtle-dove-i
adidas,"['adidas', 'Yeezy']",Agate Gray/Moonrock-Agate Gray,367,men,AQ2660,"https://stockx.imgix.net/Adidas-Yeezy-Boost-350-Low-Moonrock.jpg?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256",adidas-yeezy-boost-350-moonrock
adidas,"['adidas', 'Yeezy']",Pirate Black/Blue Grey/Core Black,154,infant,BB5355,"https://stockx.imgix.net/Adidas-Yeezy-Boost-350-Low-Pirate-Black-I.png?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256",adidas-yeezy-boost-350-pirate-black-i
adidas,"['adidas', 'Yeezy']",Chalk White/Black/Metallic Gold,175,men,B42410,"https://stockx.imgix.net/Adidas-Yeezy-350-Cleat-Turtledove.png?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256",adidas-yeezy-350-cleat-turtledove
adidas,"['adidas', 'NMD']",Core Black/Running White/Core Black,698,men,BY3013,"https://stockx.imgix.net/Adidas-NMD-R1-Sashiko-Black-Product.jpg?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1551742606",adidas-nmd-r1-sashiko-zebra-black
adidas,"['adidas', 'NMD']",Running White/Core Black/Running White,633,men,BZ0219,"https://stockx.imgix.net/Adidas-NMD-R1-Zebra-White.png?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256",adidas-nmd-r1-sashiko-zebra-white
adidas,"['adidas', 'NMD']",Core Black/Footwear White,176,men,BY3012,"https://stockx.imgix.net/Adidas-NMD-CS2-Sashiko.png?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256",adidas-nmd-cs2-sashiko
adidas,"['adidas', 'Yeezy']",Brown/Carbon White-Light Brown,63,men,B35309,"https://stockx.imgix.net/Adidas-Yeezy-Boost-750-Brown.jpg?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256",adidas-yeezy-boost-750-light-brown
Yeezy,"['Other Brands', 'Other']",Camo,36,men,TBD,"https://stockx.imgix.net/Yeezy-Washed-Canvas-Boot-Season-6-Splinter-Camo.png?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256",yeezy-washed-canvas-boot-season-6-splinter-camo
adidas,"['adidas', 'Yeezy']",Shadow Black/Shadow Black/Shadow Black,12,men,TBD FRIENDS AND FAMILY,"https://stockx.imgix.net/Adidas-Yeezy-500-Utility-Black-FF.jpg?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256",adidas-yeezy-500-shadow-black-ff
adidas,"['adidas', 'Yeezy']",Pirate Black/Pirate Black-Pirate Black,19,men,AQ4831,"https://stockx.imgix.net/Adidas-Yeezy-Boost-950-Pirate-Black.jpg?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256",adidas-yeezy-boost-950-pirate-black
adidas,"['adidas', 'Yeezy']",Moonrock/Moonrock-Moonrock,14,men,AQ4829,"https://stockx.imgix.net/Adidas-Yeezy-Boost-950-Moonrock.jpg?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256",adidas-yeezy-boost-950-moonrock
adidas,"['adidas', 'Yeezy']",Chocolate/Chocolate-Chocolate,11,men,AQ4830,"https://stockx.imgix.net/Adidas-Yeezy-Boost-950-Chocolate.jpg?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256",adidas-yeezy-boost-950-chocolate
adidas,"['adidas', 'Yeezy']",Peyote/Peyote-Peyote,7,men,AQ4828,"https://stockx.imgix.net/Adidas-Yeezy-Boost-950-Peyote.jpg?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256",adidas-yeezy-boost-950-peyote
adidas,"['adidas', 'Yeezy']",Pirate Black/Pirate Black-Pirate Black,5,women,AQ4837,"https://stockx.imgix.net/Adidas-Yeezy-Boost-950-Pirate-Black-W.png?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256",adidas-yeezy-boost-950-pirate-black-w
adidas,"['adidas', 'Yeezy']",Turtle/Turtle-Turtle,1,women,AQ4835,"https://stockx.imgix.net/Adidas-Yeezy-Boost-950-Turtle-W.png?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256",adidas-yeezy-boost-950-turtle-w
Jordan,"['Air Jordan', 'Thirteen']",Atmosphere Grey/Black-White-University Red-Sail,893,men,414571-016,"https://stockx.imgix.net/Air-Jordan-13-Retro-Atmosphere-Grey.png?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1551413813",air-jordan-13-retro-atmosphere-grey
Jordan,"['Air Jordan', 'One']",Sail/Black-Phantom-Gym Red-University Red,1670,men,555088-160,"https://stockx.imgix.net/Air-Jordan-1-Retro-High-Phantom-Gym-Red.png?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1548739384",air-jordan-1-retro-high-phantom-gym-red
Jordan,"['Air Jordan', 'One']",Sail/Gym Red-University Gold-Black,195,men,553558-127,"https://stockx.imgix.net/Air-Jordan-1-Low-Sail-University-Gold-Black.png?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1552710188",air-jordan-1-low-sail-university-gold-black
Jordan,"['Air Jordan', 'Thirteen']",Atmosphere Grey/Black-White-University Red-Sail,138,child,884129-016,"https://stockx.imgix.net/Air-Jordan-13-Retro-Atmosphere-Grey-GS.png?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1553285822",air-jordan-13-retro-atmosphere-grey-gs
Jordan,"['Air Jordan', 'One']",Sail/Black-Phantom-Gym Red-University Red,18,child,575441-160,"https://stockx.imgix.net/Air-Jordan-1-Retro-High-Phantom-Gym-Red-GS.png?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1552491545",air-jordan-1-retro-high-phantom-gym-red-gs
Jordan,"['Air Jordan', 'One']",University Gold/Black-White-Gym Red,16,men,554724-700,"https://stockx.imgix.net/Air-Jordan-1-Mid-University-Gold-Black-1.jpg?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1551385542",air-jordan-1-mid-university-gold-black
Jordan,"['Air Jordan', 'One']",University Gold/Black-White-Gym Red,9,child,554725-700,"https://stockx.imgix.net/Air-Jordan-1-Mid-University-Gold-Black-GS.png?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1551327765",air-jordan-1-mid-university-gold-black-gs
Jordan,"['Air Jordan', 'One']",Black/Black-White-Gym Red,15,men,852542-016,"https://stockx.imgix.net/Air-Jordan-1-Mid-Maybe-I-Destroyed-The-Game.png?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1552365751",air-jordan-1-mid-maybe-i-destroyed-the-game
Jordan,"['Air Jordan', 'One']",Crimson Tint/Hyper Pink-Black-Sail,7,men,852542-801,"https://stockx.imgix.net/Air-Jordan-1-Mid-Crimson-Tint.png?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1551932733",air-jordan-1-mid-crimson-tint
Jordan,"['Air Jordan', 'Thirteen']",Atmosphere Grey/Black-White-University Red-Sail,10,toddler,414581-016,"https://stockx.imgix.net/Air-Jordan-13-Retro-Atmosphere-Grey-TD.png?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1553048774",air-jordan-13-retro-atmosphere-grey-td
Jordan,"['Air Jordan', 'Thirteen']",Atmosphere Grey/Black-White-University Red-Sail,9,preschool,414575-016,"https://stockx.imgix.net/Air-Jordan-13-Retro-Atmosphere-Grey-PS.png?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1553048747",air-jordan-13-retro-atmosphere-grey-ps
Jordan,"['Air Jordan', 'One']",Black/Particle Grey-White-Gym Red,4,men,554724-060,"https://stockx.imgix.net/Air-Jordan-1-Mid-Black-Particle-Grey-Gym-Red.png?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1551327769",air-jordan-1-mid-black-particle-grey-gym-red
Jordan,"['Air Jordan', 'One']",Black/Varsity Red-White-Varsity Red,1,men,AR5604-061,"https://stockx.imgix.net/Air-Jordan-1-TD-Mid-Bred.png?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1553575829",air-jordan-1-td-mid-bred
Jordan,"['Air Jordan', 'One']",Turbo Green/Sail-White-Light Smoke Grey,9337,child,575441-311,"https://stockx.imgix.net/Air-Jordan-1-Retro-High-Turbo-Green-GS-Product.jpg?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1551742867",air-jordan-1-retro-high-turbo-green-gs
Jordan,"['Air Jordan', 'One']",Obsidian/Blue Chill-White,17088,women,CD0461-401,"https://stockx.imgix.net/Air-Jordan-1-Retro-High-UNC-Patent-W-Product.jpg?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1547848301",air-jordan-1-retro-high-unc-patent-w
Jordan,"['Air Jordan', 'One']",Turbo Green/Sail-White-Light Smoke Grey,18222,men,555088-311,"https://stockx.imgix.net/Air-Jordan-1-Retro-High-Turbo-Green-Product.jpg?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1549055395",air-jordan-1-retro-high-turbo-green
Jordan,"['Air Jordan', 'Eleven']",White/Black-Concord,33251,men,378037-100,"https://stockx.imgix.net/Air-Jordan-11-Retro-Concord-Product.jpg?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1551743170",air-jordan-11-retro-concord-2018
Jordan,"['Air Jordan', 'One']",Golden Harvest/Black-Sail,22100,men,555088-700,"https://stockx.imgix.net/Air-Jordan-1-Retro-High-Rookie-Of-The-Year-Product.jpg?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1540493582",air-jordan-1-retro-high-rookie-of-the-year
Jordan,"['Air Jordan', 'One']",White/Black-Gym Red,182,men,553558-116,"https://stockx.imgix.net/Air-Jordan-1-Low-Black-Toe.png?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1550030571",air-jordan-1-low-black-toe
Jordan,"['Air Jordan', 'One']",Gym Red/Black-White-Photo Blue,17785,men,555088-602,"https://stockx.imgix.net/Air-Jordan-1-Retro-High-Origin-Story-1.jpg?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1544632276",air-jordan-1-retro-high-chicago-crystal
Jordan,"['Air Jordan', 'One']",Neutral Grey/Black-Hyper Crimson-White,14230,men,555088-018,"https://stockx.imgix.net/Air-Jordan-1-Retro-High-Neutral-Grey-Hyper-Crimson-Product.jpg?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1547669825",air-jordan-1-retro-high-neutral-grey-hyper-crimson
Jordan,"['Air Jordan', 'One']",Black/Gym Red-Muslin,7632,men,BQ6682-006,"https://stockx.imgix.net/Air-Jordan-1-Retro-High-OG-Defiant-Couture-Product.jpg?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1551112186",air-jordan-1-retro-high-og-defiant-couture
Jordan,"['Air Jordan', 'One']",Black/Varsity Red-Sail-University Blue-Light Green Spark,13176,men,555088-015,"https://stockx.imgix.net/Air-Jordan-1-Retro-High-Sports-Illustrated-Product.jpg?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1545921084",air-jordan-1-retro-high-sports-illustrated
Jordan,"['Air Jordan', 'One']",Black/White-Metallic Gold,10665,men,852542-007,"https://stockx.imgix.net/Air-Jordan-1-Mid-Patent-Black-White-Gold-1.jpg?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1549078432",air-jordan-1-mid-patent-black-white-gold
Jordan,"['Air Jordan', 'One']",Black/Medium Grey-White,27227,men,555088-013,"https://stockx.imgix.net/Air-Jordan-1-Retro-High-Shadow-2018-1.jpg?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256",air-jordan-1-retro-high-shadow-2018
